MONTH,BH,HB,JCLB,JCMC,SQ,TB,BQ
2018-08-01,13,-0.02216,水产品,活草鱼,8.78,-0.017704,8.58
2018-08-01,14,-0.0043,水产品,活大头鱼,10.43,0.128361,10.39
2018-08-01,15,-0.019151,水产品,冰鲜带鱼,36.34,-0.019127,35.64
2018-08-01,16,-0.071354,水产品,冰鲜黄花鱼,23.66,-0.204423,21.97
2018-08-01,17,0.014312,水产品,冰鲜红三鱼,41.33,0.042961,41.93
2018-08-01,18,-0.078603,水产品,活基围虾,44.24,-0.012425,40.76
2018-09-01,64,0.011424,水产品,活鲤鱼,9.28,0.094625,9.38
2018-09-01,65,0.017247,水产品,活福寿鱼,8.84,0.141004,9
2018-09-01,66,0.041885,水产品,活草鱼,8.58,-0.011147,8.94
2018-09-01,67,0.006051,水产品,活大头鱼,10.39,0.129074,10.45
2018-09-01,68,-0.023096,水产品,冰鲜带鱼,35.64,0.053844,34.82
2018-09-01,69,0.058949,水产品,冰鲜黄花鱼,21.97,-0.159621,23.27
2018-09-01,70,-0.077352,水产品,冰鲜红三鱼,41.93,0.033805,38.68
2018-09-01,71,0.078526,水产品,活基围虾,40.76,0.074114,43.96
2018-10-01,117,-0.009459,水产品,活鲤鱼,9.38,0.076424,9.29
2018-10-01,118,-0.00201,水产品,活福寿鱼,9,0.125972,8.98
2018-10-01,119,-0.010819,水产品,活草鱼,8.94,-0.016941,8.85
2018-10-01,120,0.014479,水产品,活大头鱼,10.45,0.137909,10.6
2018-10-01,121,-0.057138,水产品,冰鲜带鱼,34.82,-0.009286,32.83
2018-10-01,122,0.01557,水产品,冰鲜黄花鱼,23.27,-0.15437,23.63
2018-10-01,123,-0.091321,水产品,冰鲜红三鱼,38.68,-0.066498,35.15
2018-10-01,124,0.006496,水产品,活基围虾,43.96,0.029779,44.25
2019-04-01,435,-0.024997,水产品,活鲤鱼,9.54,-0.024895,9.3
2019-04-01,436,-0.015364,水产品,活福寿鱼,8.75,-0.002546,8.62
2019-04-01,437,0.06435,水产品,活草鱼,8.46,0.020336,9.01
2019-04-01,438,0.008839,水产品,活大头鱼,10.13,0.038161,10.22
2019-04-01,439,0.02318,水产品,冰鲜带鱼,31.49,-0.033417,32.22
2019-04-01,440,0.003787,水产品,冰鲜黄花鱼,23.24,-0.115336,23.33
2019-04-01,441,-0.01869,水产品,冰鲜红三鱼,38.84,-0.042261,38.12
2019-04-01,442,0.073127,水产品,活基围虾,44.95,0.090979,48.24
2019-06-01,541.0,-0.012552,水产品,活鲤鱼,9.1,-0.033502,8.98
2019-06-01,542.0,-0.024967,水产品,活福寿鱼,8.51,-0.042416,8.3
2019-06-01,543.0,-0.023905,水产品,活草鱼,8.56,-0.041409,8.35
2019-06-01,544.0,0.015903,水产品,活大头鱼,9.9,-0.010412,10.05
2019-06-01,545.0,0.00134,水产品,冰鲜带鱼,35.41,0.008817,35.46
2019-06-01,546.0,-0.021118,水产品,冰鲜黄花鱼,23.03,-0.092174,22.55
2019-06-01,547.0,-0.036484,水产品,冰鲜红三鱼,40.26,-0.031808,38.79
2019-06-01,548.0,-0.133811,水产品,活基围虾,50.81,0.007761,44.01
2019-07-01,594.0,0.027781,水产品,活鲤鱼,8.98,-0.01848,9.23
2019-07-01,595.0,0.042891,水产品,活福寿鱼,8.3,-0.021831,8.65
2019-07-01,596.0,-0.005479,水产品,活草鱼,8.35,-0.053612,8.31
2019-07-01,597.0,0.021592,水产品,活大头鱼,10.05,-0.015593,10.27
2019-07-01,598.0,-0.023925,水产品,冰鲜带鱼,35.46,-0.047487,34.61
2019-07-01,599.0,0.003133,水产品,冰鲜黄花鱼,22.55,-0.044064,22.62
2019-07-01,600.0,0.047437,水产品,冰鲜红三鱼,38.79,-0.017002,40.63
2019-07-01,601.0,-0.075561,水产品,活基围虾,44.01,-0.080422,40.68
2019-05-01,488.0,-0.02211,水产品,活鲤鱼,9.3,-0.028377,9.1
2019-05-01,489.0,-0.012656,水产品,活福寿鱼,8.62,-0.010129,8.51
2019-05-01,490.0,-0.049775,水产品,活草鱼,9.01,-0.023926,8.56
2019-05-01,491.0,-0.031196,水产品,活大头鱼,10.22,0.006286,9.9
2019-05-01,492.0,0.098953,水产品,冰鲜带鱼,32.22,0.006722,35.41
2019-05-01,493.0,-0.012552,水产品,冰鲜黄花鱼,23.33,-0.112915,23.03
2019-05-01,494.0,0.056192,水产品,冰鲜红三鱼,38.12,0.014117,40.26
2019-05-01,495.0,0.053287,水产品,活基围虾,48.24,0.175176,50.81
2019-08-01,"be1137a06c3247a98c3643f95fa5bdc8",0.036405,水产品,带鱼,34.61,0.006465,35.87
2019-08-01,"5a3372785c0d4c48839eeeedeafa2002",0.000893,水产品,大头鱼,10.27,-0.010458,10.28
2019-08-01,"26c857fce32940d699587bc705b17174",0.000199,水产品,草鱼,8.31,-0.031972,8.31
2019-09-01,"aa3f5a26a7ee4fa8b715d41a21bd3d5c",-0.01845,水产品,带鱼,35.87,0.011251,35.21
2019-09-01,"e681f46989e24ddfa41f141ff241f045",0.00495,水产品,大头鱼,10.28,-0.011542,10.33
2019-09-01,"1bdf4490d6a14209852bb63361df696f",0.053342,水产品,草鱼,8.31,-0.021327,8.75
2019-10-07,"96BD4DF39556E3AFE0505BCB8D2E64C7",-0.06,水产品,带鱼,35.21,0.01,33.14
2019-10-07,"96BD4DF39557E3AFE0505BCB8D2E64C7",-0.03,水产品,大头鱼,10.33,-0.06,10.02
2019-10-07,"96BD4DF39558E3AFE0505BCB8D2E64C7",-0.03,水产品,草鱼,8.75,-0.04,8.46
2019-11-09,"993BBFB6B5CDD136E0505BCB8D2E35B1",0.045,水产品,带鱼,33.14,0.055,34.64
2019-11-09,"993BBFB6B5CED136E0505BCB8D2E35B1",0.019,水产品,大头鱼,10.02,-0.029,10.21
2019-11-09,"993BBFB6B5CFD136E0505BCB8D2E35B1",-0.006,水产品,草鱼,8.46,-0.028,8.41
2020-02-27,"A1083EC4B1749D2EE0505BCB8D2E5858",0.045,水产品,带鱼,36.34,0.009,37.99
2020-02-27,"A1083EC4B1759D2EE0505BCB8D2E5858",0.072,水产品,大头鱼,10.78,0.066,11.56
2020-02-27,"A1083EC4B1769D2EE0505BCB8D2E5858",0.042,水产品,草鱼,9.12,0.029,9.5
2020-04-08,"A51DD175047BFF18E0505BCB8D2E7F8D",0.071,水产品,带鱼,31.73,0.054,33.97
2020-04-08,"A51DD175047CFF18E0505BCB8D2E7F8D",0.075,水产品,大头鱼,10.33,0.087,11.11
2020-04-08,"A51DD175047DFF18E0505BCB8D2E7F8D",0.047,水产品,草鱼,8.36,-0.028,8.75
2020-05-02,"A71677148EDCA677E0505BCB8D2E665B",0.012,水产品,带鱼,33.97,-0.029,34.38
2020-05-02,"A71677148EDDA677E0505BCB8D2E665B",-0.018,水产品,大头鱼,11.11,0.103,10.91
2020-05-02,"A71677148EDEA677E0505BCB8D2E665B",0.016,水产品,草鱼,8.75,0.039,8.89
2020-08-03,"AE6646B7BA9318E4E0505BCB8D2E093D",-0.012,水产品,带鱼,34.48,-0.05,34.08
2020-08-03,"AE6646B7BA9418E4E0505BCB8D2E093D",0.035,水产品,大头鱼,10.19,0.026,10.55
2020-08-03,"AE6646B7BA9518E4E0505BCB8D2E093D",-0.003,水产品,草鱼,8.84,0.061,8.81
2020-10-02,"B31B70B6F626D764E0505BCB8D2E52D3",-0.021,水产品,带鱼,34.08,-0.053,33.35
2020-10-02,"B31B70B6F627D764E0505BCB8D2E52D3",0.02,水产品,大头鱼,10.55,0.041,10.76
2020-10-02,"B31B70B6F628D764E0505BCB8D2E52D3",-0.03,水产品,草鱼,8.81,-0.024,8.55
2021-01-02,"BA578743B227B9C7E0505BCB8D2E20E0",0.009,水产品,带鱼,33.65,-0.066,33.95
2021-01-02,"BA578743B228B9C7E0505BCB8D2E20E0",0.032,水产品,大头鱼,10.1,-0.033,10.43
2021-01-02,"BA578743B229B9C7E0505BCB8D2E20E0",0.001,水产品,草鱼,8.5,-0.067,8.51
2021-02-04,"BCB3E395F3A90B47E0505BCB8D2E3374",0.004,水产品,带鱼,33.95,-0.103,34.09
2021-02-04,"BCB3E395F3AA0B47E0505BCB8D2E3374",0.048,水产品,大头鱼,10.43,-0.054,10.93
2021-02-04,"BCB3E395F3AB0B47E0505BCB8D2E3374",0.095,水产品,草鱼,8.51,-0.02,9.32
2021-03-02,"BEF8FDA7027B6BDCE0505BCB8D2E0844",-0.064,水产品,带鱼,34.09,-0.055,31.92
2021-03-02,"BEF8FDA7027C6BDCE0505BCB8D2E0844",-0.081,水产品,大头鱼,10.93,-0.087,10.04
2021-03-02,"BEF8FDA7027D6BDCE0505BCB8D2E0844",0.011,水产品,草鱼,9.32,0.059,9.42
2021-04-06,"C1A5C41B88C45BB9E0505BCB8D2E36F7",-0.068,水产品,带鱼,31.92,-0.124,29.75
2021-04-06,"C1A5C41B88C55BB9E0505BCB8D2E36F7",0.001,水产品,大头鱼,10.04,-0.095,10.05
2021-04-06,"C1A5C41B88C65BB9E0505BCB8D2E36F7",0.034,水产品,草鱼,9.42,0.114,9.75
2021-05-23,"C56A500BD0B61237E0505BCB8D2E2B85",0.04,水产品,带鱼,29.75,-0.101,30.92
2021-05-23,"C56A500BD0B71237E0505BCB8D2E2B85",0.062,水产品,大头鱼,10.05,-0.022,10.67
2021-05-23,"C56A500BD0B81237E0505BCB8D2E2B85",0.092,水产品,草鱼,9.75,0.197,10.65
2021-07-04,"C8BB45E07BB1515EE0505BCB8D2E08C2",0.007,水产品,活鲤鱼,11.17,0.062,11.24
2021-07-04,"C8BB45E07BB2515EE0505BCB8D2E08C2",-0.008,水产品,活福寿鱼,9.14,-0.085,9.07
2021-07-04,"C8BB45E07BB3515EE0505BCB8D2E08C2",-0.024,水产品,活草鱼,10.65,0.214,10.39
2021-07-04,"C8BB45E07BB4515EE0505BCB8D2E08C2",-0.001,水产品,活大头鱼,10.67,-0.002,10.66
2021-07-04,"C8BB45E07BB5515EE0505BCB8D2E08C2",0.057,水产品,冰鲜带鱼,30.92,-0.047,32.68
2021-07-04,"C8BB45E07BB6515EE0505BCB8D2E08C2",-0.009,水产品,冰鲜黄花鱼,21.43,-0.107,21.24
2021-07-04,"C8BB45E07BB7515EE0505BCB8D2E08C2",0.016,水产品,冰鲜红三鱼,39.01,-0.064,39.65
2021-07-04,"C8BB45E07BB8515EE0505BCB8D2E08C2",-0.101,水产品,活基围虾,45.26,-0.064,40.71
2021-07-04,"C8BB517DE941538BE0505BCB8D2E1099",-0.013,水产品,活鲤鱼,11.24,0.048,11.1
2021-07-04,"C8BB517DE942538BE0505BCB8D2E1099",-0.016,水产品,活福寿鱼,9.07,0.005,8.93
2021-07-04,"C8BB517DE943538BE0505BCB8D2E1099",-0.035,水产品,活草鱼,10.39,0.134,10.02
2021-07-04,"C8BB517DE944538BE0505BCB8D2E1099",-0.042,水产品,活大头鱼,10.66,0.002,10.21
2021-07-04,"C8BB517DE945538BE0505BCB8D2E1099",0.07,水产品,冰鲜带鱼,32.68,0.014,34.95
2021-07-04,"C8BB517DE946538BE0505BCB8D2E1099",0.049,水产品,冰鲜黄花鱼,21.24,-0.053,22.28
2021-07-04,"C8BB517DE947538BE0505BCB8D2E1099",-0.021,水产品,冰鲜红三鱼,39.65,-0.077,38.8
2021-07-04,"C8BB517DE948538BE0505BCB8D2E1099",-0.109,水产品,活基围虾,40.71,-0.123,36.28
